Date,Open,High,Low,Close,Adj Close,Volume
2018-03-28,18.139999,18.240000,17.820000,18.139999,18.139999,5254100
2018-03-29,18.200001,18.879999,18.120001,18.840000,18.840000,8319700
2018-04-02,18.730000,19.000000,18.540001,18.680000,18.680000,4018500
2018-04-03,18.770000,18.889999,18.420000,18.650000,18.650000,2941400
2018-04-04,18.260000,18.750000,18.170000,18.590000,18.590000,3097600
2018-04-05,18.850000,19.000000,18.420000,18.700001,18.700001,2871200
2018-04-06,18.620001,18.860001,18.459999,18.570000,18.570000,3568200
2018-04-09,18.670000,18.690001,17.650000,17.950001,17.950001,7640300
2018-04-10,18.190001,18.190001,17.570000,17.920000,17.920000,6579800
2018-04-11,17.799999,18.299999,17.700001,18.219999,18.219999,3762000
2018-04-12,18.350000,18.900000,18.040001,18.850000,18.850000,4744400
2018-04-13,18.670000,18.799999,18.080000,18.290001,18.290001,7015200
2018-04-16,18.290001,18.540001,18.000000,18.190001,18.190001,4580600
2018-04-17,18.049999,18.809999,18.020000,18.480000,18.480000,5299900
2018-04-18,18.480000,18.950001,18.480000,18.760000,18.760000,4580200
2018-04-19,18.760000,18.809999,18.420000,18.799999,18.799999,3226200
2018-04-20,18.559999,19.040001,18.559999,19.040001,19.040001,6864700
2018-04-23,19.299999,19.750000,19.160000,19.680000,19.680000,8931700
2018-04-24,19.639999,19.940001,19.490000,19.680000,19.680000,7191800
2018-04-25,19.500000,19.549999,19.049999,19.450001,19.450001,4847700
2018-04-26,19.620001,19.840000,19.440001,19.650000,19.650000,4973900
2018-04-27,19.700001,19.980000,19.590000,19.830000,19.830000,2964800
